,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
4888,Hyundai Grand i10 Sportz,2016,370000,30000,0,1,0,1,18.9,1197.0,82.0
4889,Mahindra Quanto C8,2012,300000,210000,1,1,0,0,17.21,1493.0,100.0
4890,Hyundai i10 Sportz 1.1L,2015,350000,20000,0,1,0,0,19.81,1086.0,68.05
4891,Renault KWID 1.0 RXT Optional,2018,395000,20000,0,1,0,0,23.01,999.0,67.0
4892,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,850000,100000,1,1,0,0,12.99,2494.0,100.6
4893,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1150000,40000,1,1,0,0,12.99,2494.0,100.6
4894,Jaguar XF 3.0 Litre S Premium Luxury,2016,3500000,35000,1,1,1,0,14.74,2993.0,270.9
4895,Volkswagen Vento Diesel Highline,2012,280000,120000,1,1,0,1,20.54,1598.0,103.6
4896,Mahindra TUV 300 T10,2018,775000,50000,1,1,0,1,18.49,1493.0,100.0
4897,Hyundai Verna 1.6 SX,2012,420000,100000,1,1,0,1,22.32,1582.0,126.32
4898,Honda City 1.5 V MT Exclusive,2010,310000,91000,0,1,0,1,17.0,1497.0,118.0
4899,Jeep Compass 2.0 Longitude Option BSIV,2017,1550000,50000,1,1,0,0,17.1,1956.0,170.0
4900,Fiat Linea 1.3 Multijet Active,2015,375000,67000,1,1,0,0,20.4,1248.0,91.7
4901,Hyundai Grand i10 Sportz,2015,500000,40000,0,1,0,0,18.9,1197.0,82.0
4902,Maruti Ritz ZDi,2013,300000,100000,1,1,0,1,23.2,1248.0,73.94
4903,Honda City 2017-2020 GXi,2008,155000,120000,0,1,0,1,17.7,1497.0,78.0
4904,Maruti Swift Dzire LDI,2013,350000,185000,1,1,0,0,23.4,1248.0,74.0
4905,Mahindra XUV500 AT W6 2WD,2016,950000,75000,1,1,1,2,16.0,2179.0,140.0
4906,Hyundai Grand i10 CRDi Magna,2015,350000,80000,1,1,0,2,24.0,1120.0,70.0
4907,Isuzu D-Max V-Cross Z Prestige,2019,1900000,30000,1,1,1,0,12.4,1999.0,147.9
4908,Tata Nexon 1.2 Revotron XM,2020,537000,5000,0,1,0,0,17.0,1198.0,108.5
4909,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,585000,10000,0,1,0,0,18.78,999.0,75.0
4910,Maruti Ertiga VDI,2012,350000,140000,1,1,0,0,20.77,1248.0,88.76
4911,Hyundai Elite i20 Sportz Plus BSIV,2019,700000,19000,0,1,0,0,18.6,1197.0,81.86
4912,Maruti Ertiga SHVS VDI,2017,849000,44600,1,0,0,0,24.52,1248.0,88.5
4913,Volkswagen Polo GT TSI BSIV,2014,574000,28080,0,0,1,0,0.0,1197.0,103.25
4914,Hyundai i20 Magna 1.2,2014,484999,28800,0,0,0,0,18.6,1197.0,81.83
4915,Renault KWID RXT,2018,360000,21900,0,0,0,0,20.71,799.0,53.26
4916,Volkswagen Polo GT TSI BSIV,2014,575000,28100,0,0,1,0,0.0,1197.0,103.25
4917,Honda City i DTEC S,2014,550000,110000,1,1,0,1,26.0,1498.0,98.6
4918,Hyundai i20 Asta 1.4 CRDi,2016,700000,100000,1,1,0,0,22.54,1396.0,88.73
4919,Maruti Swift Dzire AMT VDI,2019,825000,7673,1,1,1,0,28.4,1248.0,74.02
4920,Maruti Wagon R LXI Minor,2008,114999,100000,0,1,0,1,18.9,1061.0,67.0
4921,Tata Manza Aqua Safire,2009,150000,75000,0,1,0,1,15.0,1368.0,90.0
4922,Maruti Swift Dzire AMT ZDI Plus,2018,851000,50000,1,1,1,0,28.4,1248.0,74.02
4923,Hyundai Verna 1.4 VTVT,2014,550000,40000,0,1,0,0,17.43,1396.0,105.5
4924,Maruti Ertiga SHVS VDI,2016,890000,40000,1,1,0,0,24.52,1248.0,88.5
4925,Hyundai i20 1.2 Magna,2012,265000,100000,0,1,0,1,18.5,1197.0,80.0
4926,Mahindra Scorpio 1.99 S10,2014,900000,110000,1,1,0,0,15.4,1997.0,120.0
4927,Chevrolet Beat Diesel LS,2013,210000,96272,1,1,0,0,25.44,936.0,57.6
4928,BMW 3 Series 320d Prestige,2015,1650000,74000,1,1,1,0,18.88,1995.0,184.0
4929,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,750000,168000,1,1,0,1,12.8,2494.0,102.0
4930,Maruti Wagon R VXI BS IV,2015,400000,22500,0,1,0,0,20.51,998.0,67.04
4931,Maruti Vitara Brezza ZDi AMT,2020,925000,7400,1,1,1,0,24.3,1248.0,88.5
4932,Maruti Swift Dzire VXi,2011,275000,70000,0,1,0,2,17.5,1298.0,85.8
4933,Maruti Wagon R LXI Minor,2009,175000,67000,0,1,0,0,18.9,1061.0,67.0
4934,Ford Fusion 1.4 TDCi Diesel,2009,155000,110000,1,1,0,2,17.7,1399.0,68.0
4935,Maruti SX4 VDI,2012,325000,175000,1,1,0,1,21.5,1248.0,88.8
4936,Mahindra Scorpio LX BSIV,2014,700000,120000,1,1,0,0,12.05,2179.0,120.0
4937,Tata Indica V2 DiCOR DLG BS-III,2008,50000,120000,1,1,0,2,17.5,1396.0,70.0
4938,Mahindra Scorpio LX,2012,450000,370000,1,1,0,0,12.05,2179.0,120.0
4939,Hyundai Verna 1.6 SX CRDi (O),2014,645000,150360,1,1,0,0,22.32,1582.0,126.32
4940,Tata Tigor 1.05 Revotorq XZ,2017,597000,15000,1,1,0,0,24.7,1047.0,69.0
4941,Renault KWID AMT,2018,400000,30000,0,1,1,1,24.04,999.0,67.0
4942,Maruti Swift Vdi BSIII,2009,300000,150000,1,1,0,0,17.8,1248.0,75.0
4943,Maruti Swift VDI BSIV,2015,573000,100000,1,1,0,1,25.2,1248.0,74.0
4944,Maruti Alto K10 LXI,2011,180000,70000,0,1,0,0,20.92,998.0,67.1
4945,Tata Nano Lx,2011,70000,40000,0,1,0,0,26.0,624.0,35.0
4946,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,154000,1,1,0,2,12.8,2494.0,102.0
4947,Hyundai Accent GLS 1.6 ABS,2004,110000,110000,0,1,0,1,14.4,1599.0,94.0
4948,Maruti Ertiga VDI,2013,450000,120000,1,1,0,1,20.77,1248.0,88.76
4949,Tata Sumo Gold GX,2013,310000,145000,1,1,0,0,15.3,2956.0,83.83
4950,Mahindra KUV 100 D75 K8,2017,400000,30000,1,1,0,0,25.32,1198.0,77.0
4951,Maruti Swift ZDi,2014,390000,90000,1,1,0,1,22.9,1248.0,74.0
4952,Maruti Alto LXi,2011,122000,110000,0,1,0,3,19.7,796.0,46.3
4953,Mahindra Scorpio 1.99 S4,2016,741000,70000,1,1,0,0,15.4,1997.0,120.0
4954,Hyundai i20 1.4 CRDi Sportz,2012,330000,40000,1,1,0,1,23.0,1396.0,90.0
4955,Mahindra Scorpio SLE BSIV,2010,300000,166000,1,1,0,2,12.05,2179.0,120.0
4956,Hyundai i10 Sportz,2011,215000,100000,0,1,0,2,20.36,1197.0,78.9
4957,Maruti Wagon R LXI Minor,2009,150000,75000,0,1,0,2,18.9,1061.0,67.0
4958,Hyundai EON Era,2013,250000,42130,0,1,0,0,21.1,814.0,55.2
4959,Maruti Ritz LXI,2010,180000,53000,0,1,0,1,21.1,1197.0,85.8
4960,Maruti Zen LXI,2006,150000,106000,0,1,0,1,17.3,993.0,60.0
4961,Toyota Corolla DX,2005,275000,96000,0,1,0,1,13.4,1794.0,125.0
4962,Maruti Baleno Sigma,2019,556000,10000,0,1,0,0,21.01,1197.0,81.8
4963,Maruti Swift Dzire VXI Optional,2016,550000,37000,0,1,0,0,20.85,1197.0,83.14
4964,Mahindra XUV500 AT W9 2WD,2018,1500000,20000,1,1,1,0,16.0,2179.0,138.0
4965,Toyota Etios Liva 1.2 V Dual Tone,2017,549000,35000,0,1,0,0,17.71,1197.0,78.9
4966,Hyundai i20 2015-2017 Asta 1.2,2016,630000,50000,0,1,0,0,18.6,1197.0,81.83
4967,Mahindra Bolero Pik-Up FB 1.7T,2020,679000,5000,1,1,0,0,0.0,2523.0,70.0
4968,Hyundai Creta 1.6 CRDi SX,2017,1125000,47000,1,1,0,1,19.67,1582.0,126.2
4969,Maruti Baleno Alpha 1.3,2017,680000,71000,1,1,0,0,27.39,1248.0,74.0
4970,Honda City i-DTEC ZX,2017,1050000,50000,1,1,0,0,25.6,1498.0,97.9
4971,Tata Zest Quadrajet 1.3 XMS,2015,450000,57000,1,1,0,0,23.0,1248.0,88.7
4972,Maruti Wagon R VXI BS IV,2010,210000,43000,0,1,0,0,18.9,998.0,67.1
4973,Maruti Swift Dzire VDI,2014,470000,60000,1,1,0,0,23.4,1248.0,74.0
4974,Maruti Swift Dzire VXI,2014,470000,60000,0,1,0,0,19.1,1197.0,85.8
4975,Hyundai i20 Asta 1.4 CRDi,2015,550000,40000,1,1,0,0,22.54,1396.0,88.73
4976,Maruti A-Star Vxi,2011,204999,60000,0,1,0,0,19.0,998.0,66.1
4977,Honda City i VTEC CVT VX,2015,950000,30000,0,1,1,0,18.0,1497.0,117.3
4978,Hyundai i20 Asta Option 1.4 CRDi,2015,550000,160000,1,1,0,1,22.54,1396.0,88.73
4979,Toyota Innova 2.5 E Diesel PS 7-Seater,2007,270000,147500,1,1,0,1,12.8,2494.0,102.0
4980,Volkswagen Polo Diesel Trendline 1.2L,2013,280000,90000,1,1,0,2,22.07,1199.0,73.9
4981,Maruti Ciaz ZDi Plus SHVS,2015,630000,70000,1,1,0,1,28.09,1248.0,88.5
4982,Honda City 2017-2020 EXi,2007,220000,70000,0,1,0,0,17.7,1497.0,78.0
4983,Mahindra Xylo D4,2014,320000,120000,1,1,0,0,14.95,2489.0,93.7
4984,Hyundai EON Era Plus,2013,225000,75000,0,1,0,1,21.1,814.0,55.2
4985,Honda City 1.5 V MT,2010,380000,85000,0,1,0,1,17.0,1497.0,118.0
4986,Maruti Swift Dzire VDi,2012,380000,70000,1,1,0,2,19.3,1248.0,73.9
4987,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,1,1,0,0,22.0,1498.0,108.495
4988,Ford Endeavour 2.5L 4X2 MT,2014,620000,40000,1,1,0,1,13.1,2499.0,141.0
4989,Hyundai Verna SX CRDi AT,2012,500000,90000,1,1,1,0,19.08,1582.0,126.32
4990,Mahindra TUV 300 T8 AMT,2015,700000,40000,1,1,1,0,18.49,1493.0,100.0
4991,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,550000,138000,1,1,0,0,22.77,1498.0,98.59
4992,Maruti Swift VDI Optional,2016,600000,70000,1,1,0,0,25.2,1248.0,74.0
4993,Volkswagen Ameo 1.0 MPI Comfortline,2019,550000,30000,0,1,0,1,19.44,999.0,75.0
4994,Hyundai Verna 1.6 CRDI,2013,475000,125000,1,1,0,2,22.32,1582.0,126.3
4995,Honda City i DTEC S,2015,615000,120000,1,1,0,1,26.0,1498.0,98.6
4996,Maruti Swift Dzire LDI,2013,385000,180000,1,1,0,1,23.4,1248.0,74.0
4997,Tata Zest Revotron 1.2T XMS,2015,500000,20000,0,1,0,0,17.57,1193.0,88.7
4998,Renault Duster 85PS Diesel RxL Option,2012,450000,80000,1,1,0,0,19.87,1461.0,83.8
4999,Toyota Innova 2.5 Z Diesel 7 Seater,2014,969999,110000,1,1,0,1,12.99,2494.0,100.6
5000,Hyundai Verna 1.6 SX CRDi (O),2013,580000,80000,1,1,0,1,22.32,1582.0,126.32
5001,Toyota Platinum Etios 1.4 GXD,2017,550000,40000,1,1,0,0,23.59,1364.0,67.05
5002,Honda WR-V i-VTEC S,2018,780000,30000,0,1,0,0,17.5,1199.0,88.7
5003,Ford Fiesta 1.5 TDCi Titanium,2014,500000,80000,1,1,0,0,25.01,1498.0,89.75
5004,Skoda Laura Ambiente 2.0 TDI CR MT,2011,270000,140000,1,1,0,1,20.0,1968.0,108.5
5005,Maruti Alto K10 VXI,2017,335000,25000,0,1,0,0,23.95,998.0,67.05
5006,Maruti Swift Dzire VDI,2017,755000,20000,1,1,0,0,28.4,1248.0,74.02
5007,Hyundai EON Magna Plus,2017,340000,30000,0,1,0,0,21.1,814.0,55.2
5008,Mercedes-Benz E-Class E350 Petrol,2009,1000000,80000,0,1,1,2,10.93,3498.0,272.0
5009,Hyundai Creta 1.6 CRDi SX,2018,1237000,46000,1,1,0,0,19.67,1582.0,126.2
5010,Volkswagen Polo Diesel Highline 1.2L,2013,350000,70000,1,1,0,1,22.07,1199.0,73.9
5011,Maruti 800 Std,2000,31000,56194,0,1,0,3,16.1,796.0,37.0
5012,Maruti Swift ZXI Plus,2018,695000,40000,0,1,0,0,22.0,1197.0,81.8
5013,Maruti Alto 800 VXI,2015,270000,40000,0,1,0,0,22.74,796.0,47.3
5014,Maruti Ertiga SHVS VDI,2016,790000,120000,1,1,0,0,24.52,1248.0,88.5
5015,Maruti Swift VDI Optional,2016,590000,120000,1,1,0,0,25.2,1248.0,74.0
5016,Maruti Swift Dzire AMT VXI,2017,635000,120000,0,1,1,0,21.21,1197.0,81.8
5017,Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,1,1,0,1,15.96,2523.0,62.1
5018,Renault Pulse RxZ,2012,265000,67000,1,1,0,1,23.08,1461.0,63.12
5019,Maruti Swift Dzire ZDI,2014,600000,50000,1,1,0,0,23.4,1248.0,74.0
5020,Hyundai Verna 1.6 CRDI,2012,409999,100000,1,1,0,1,22.32,1582.0,126.3
5021,Toyota Etios GD,2015,525000,80000,1,1,0,1,23.59,1364.0,67.05
5022,Ford Figo Diesel EXI Option,2011,150000,50000,1,1,0,0,18.5,1399.0,68.0
5023,Maruti Esteem Lxi - BSIII,2007,55000,70000,0,1,0,2,15.9,1298.0,85.0
5024,Maruti Omni 5 Seater BSIV,2011,130000,70000,0,1,0,1,14.0,796.0,35.0
5025,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,925000,50000,1,1,0,0,24.3,1248.0,88.5
5026,Renault Lodgy 85PS RxE 7 Seater,2017,690000,65000,1,1,0,1,21.04,1461.0,83.8
5027,Maruti Ertiga VDI,2012,560000,200000,1,1,0,1,20.77,1248.0,88.76
5028,Maruti Ciaz Zeta Diesel,2018,950000,7500,1,1,0,0,28.09,1248.0,88.5
5029,Renault Lodgy 85PS RxE 7 Seater,2017,695000,65000,1,1,0,1,21.04,1461.0,83.8
5030,Maruti Swift VXI,2013,450000,35000,0,1,0,1,18.6,1197.0,85.8
5031,BMW 5 Series 530d,2013,2000000,60000,1,1,1,0,16.2,2993.0,235.0
5032,Maruti Swift VXi BSIV,2009,229999,71000,0,1,0,0,16.1,1197.0,85.0
5033,Maruti Alto K10 LXI,2017,300000,30000,0,1,0,0,23.95,998.0,67.05
5034,Maruti Alto LXi,2012,200000,50000,0,1,0,1,19.7,796.0,46.3
5035,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000,80000,1,1,1,1,14.84,2143.0,170.0
5036,Nissan Micra XV,2011,235000,90000,0,1,0,1,18.06,1198.0,75.0
5037,Hyundai i20 2015-2017 Sportz 1.2,2017,666000,13000,0,1,0,0,18.6,1197.0,81.83
5038,Maruti 800 AC,2000,65000,100000,0,1,0,2,16.1,796.0,37.0
5039,Honda WR-V i-DTEC VX,2018,834000,30000,1,1,0,0,25.5,1498.0,98.6
5040,Mahindra Bolero 2011-2019 SLX,2012,430000,120000,1,1,0,0,15.96,2523.0,62.1
5041,Maruti Swift Vdi BSIII,2010,360000,120000,1,1,0,1,17.8,1248.0,75.0
5042,Hyundai EON Era Plus,2014,240000,70000,0,1,0,0,21.1,814.0,55.2
5043,Maruti Swift VDI Deca,2016,210000,210000,1,1,0,0,25.2,1248.0,74.0
5044,Tata Indigo eCS LE TDI BSIII,2010,135000,148000,1,1,0,1,19.09,1396.0,69.0
5045,Mahindra TUV 300 T6 Plus,2017,700000,54188,1,1,0,0,18.49,1493.0,100.0
5046,Mahindra TUV 300 T6 Plus,2017,750000,60000,1,1,0,0,18.49,1493.0,100.0
5047,Skoda Rapid 1.6 TDI Elegance,2012,425000,90000,1,1,0,0,20.5,1598.0,103.5
5048,Chevrolet Beat LT,2011,150000,100000,0,1,0,2,18.6,1199.0,79.4
5049,Hyundai EON D Lite Plus,2014,215000,40000,0,1,0,0,21.1,814.0,55.2
5050,Datsun GO T BSIV,2014,225000,35000,0,1,0,0,20.63,1198.0,67.0
5051,Renault KWID Climber 1.0 MT,2017,330000,20000,0,1,0,0,23.01,999.0,67.0
5052,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,54000,144000,3,1,0,1,10.9,796.0,32.8
5053,Hyundai Grand i10 AT Sportz,2014,374000,54043,0,0,1,0,18.9,1197.0,81.86
5054,Hyundai Verna 1.6 SX CRDI (O) AT,2012,549000,66657,1,0,1,0,22.32,1582.0,126.32
5055,Tata Indigo CS LS (TDI) BS-III,2016,390000,42000,1,1,0,1,19.09,1405.0,69.01
5056,Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999,35582,0,0,0,0,18.5,1197.0,82.85
5057,Volkswagen Polo GT TSI,2013,453000,54327,0,0,1,1,17.2,1197.0,103.6
5058,Volkswagen Ameo 1.2 MPI Highline,2016,579000,7949,0,0,0,0,17.0,1198.0,73.75
5059,Hyundai i10 Sportz 1.2 AT,2010,258000,59734,0,0,1,0,16.95,1197.0,78.9
5060,Honda City S,2012,428000,49185,0,0,0,0,16.8,1497.0,116.4
5061,Hyundai i10 Magna,2011,262000,56389,0,0,0,0,20.36,1197.0,78.9
5062,Volkswagen Polo Petrol Highline 1.2L,2013,389000,58245,0,0,0,0,16.47,1198.0,73.9
5063,Nissan Micra XL Optional,2015,346000,36422,0,0,0,0,18.44,1198.0,75.0
5064,Honda Jazz Basic,2011,339000,42535,0,0,0,0,16.7,1198.0,88.8
5065,Hyundai i10 Sportz AT,2011,272000,40736,0,0,1,0,16.95,1197.0,78.9
5066,Maruti Swift VXI,2012,369000,56246,0,0,0,0,18.6,1197.0,85.8
5067,Maruti Swift LXI,2011,277000,55403,0,0,0,0,18.6,1197.0,85.8
5068,Tata Tigor 1.2 Revotron XZ,2018,535000,30000,0,1,0,0,20.3,1199.0,84.0
5069,Maruti Alto K10 VXI,2015,265000,67000,0,1,0,0,23.95,998.0,67.05
5070,Hyundai Verna 1.6 VTVT,2013,400000,70000,0,1,0,0,17.01,1591.0,121.3
5071,Hyundai Grand i10 CRDi Asta,2014,459999,90000,1,1,0,1,24.0,1120.0,70.0
5072,Hyundai Elite i20 Petrol Sportz,2019,667000,7500,0,1,0,0,18.6,1197.0,81.86
5073,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,80000,1,1,0,1,11.57,2179.0,138.1
5074,Tata Indigo CR4,2012,229999,186000,1,1,0,0,23.57,1396.0,70.0
5075,Tata Indica V2 eLS,2016,200000,110000,1,1,0,1,25.0,1396.0,69.0
5076,Ford Fiesta 1.4 TDCi EXI,2005,150000,120000,1,1,0,2,17.8,1399.0,68.0
5077,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,280000,105358,1,1,0,2,17.8,1399.0,67.0
5078,Hyundai i20 Sportz Option 1.2,2014,590000,70000,0,1,0,1,18.6,1197.0,81.83
5079,Hyundai i10 Era,2010,142000,49200,0,1,0,1,19.81,1086.0,68.05
5080,Honda City i-VTEC VX,2017,850000,40000,0,1,0,0,17.4,1497.0,117.6
5081,Honda Mobilio V i DTEC,2014,600000,40000,1,1,0,1,24.2,1498.0,98.6
5082,Mahindra TUV 300 T8,2017,700000,40000,1,1,0,0,18.49,1493.0,100.0
5083,Chevrolet Beat LS,2013,200000,70000,0,1,0,0,18.6,1199.0,79.4
5084,Hyundai Creta 1.6 CRDi SX,2016,900000,110000,1,1,0,0,19.67,1582.0,126.2
5085,Maruti Alto K10 VXI,2014,220000,100000,0,1,0,0,23.95,998.0,67.05
5086,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,650000,10000,0,1,1,1,18.9,1197.0,81.86
5087,Toyota Fortuner 2.8 4WD AT BSIV,2017,3100000,70000,1,1,1,0,15.04,2755.0,174.5
5088,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1500000,100600,1,1,0,1,13.68,2393.0,147.8
5089,BMW X3 xDrive20d,2012,1800000,50000,1,1,1,0,16.09,1995.0,184.0
5090,Mahindra XUV500 W8 4WD,2014,800000,136000,1,1,0,0,15.1,2179.0,140.0
5091,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2100000,48000,1,1,1,1,17.9,2143.0,136.0
5092,Ford Fiesta 1.4 ZXi TDCi LE,2010,250000,110000,1,1,0,2,17.8,1399.0,68.0
5093,Renault Duster 110PS Diesel RxZ,2012,550000,86000,1,1,0,0,19.01,1461.0,108.45
5094,Maruti Alto LXi,2009,125000,141000,0,1,0,1,19.7,796.0,46.3
5095,Honda City 1.5 S MT,2011,450000,80000,0,1,0,2,17.0,1497.0,118.0
5096,Mahindra XUV500 W10 2WD,2015,850000,140000,1,1,0,0,16.0,2179.0,140.0
5097,Maruti Swift Dzire ZDI,2014,459999,65000,1,1,0,1,23.4,1248.0,74.0
5098,Maruti Swift Dzire VDI,2014,434999,110000,1,1,0,1,23.4,1248.0,74.0
5099,Tata Indigo LX,2008,120000,100000,1,1,0,1,17.0,1405.0,70.0
5100,Maruti Swift VDI Optional,2015,600000,80000,1,1,0,0,25.2,1248.0,74.0
5101,Maruti Wagon R VXI BS IV,2008,135000,90000,0,1,0,1,18.9,998.0,67.1
5102,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,780000,35000,1,1,0,0,22.54,1396.0,88.73
5103,Maruti Alto LXi BSIII,2008,100000,195000,0,1,0,1,19.7,796.0,46.3
5104,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,1,1,0,0,22.54,1396.0,88.73
5105,Maruti 800 AC,2004,50000,50000,0,1,0,0,16.1,796.0,37.0
5106,Hyundai Verna 1.6 VGT CRDi,2012,425000,100000,1,1,0,1,22.32,1582.0,126.32
5107,Fiat Linea 1.3 Multijet Emotion,2015,500000,70000,1,1,0,0,20.4,1248.0,91.7
5108,Maruti Swift VDI BSIV,2017,590000,30000,1,1,0,0,25.2,1248.0,74.0
5109,Maruti Celerio ZXI,2016,459999,27000,0,1,0,0,23.1,998.0,67.04
5110,Maruti Swift ZXI Plus,2020,578000,5000,0,1,0,0,21.21,1197.0,81.8
5111,Maruti Ertiga VDI,2012,550000,110000,1,1,0,1,20.77,1248.0,88.76
5112,Honda City Corporate Edition,2013,465000,80000,0,1,0,1,16.8,1497.0,116.3
5113,Mahindra Bolero Power Plus ZLX,2018,890000,80000,1,1,0,0,16.5,1493.0,70.0
5114,Mahindra Verito 1.5 D6 BSIII,2014,250000,110000,1,1,0,0,20.8,1461.0,65.0
5115,Maruti Swift Dzire VDI,2015,615000,60000,1,1,0,0,26.59,1248.0,74.0
5116,Maruti Ertiga ZDI,2014,684000,60000,1,1,0,1,20.77,1248.0,88.8
5117,Maruti Ertiga ZDI,2014,680000,64000,1,1,0,1,20.77,1248.0,88.8
5118,Renault Duster 85PS Diesel RxE,2014,500000,120000,1,1,0,0,20.45,1461.0,83.8
5119,Renault Duster 85PS Diesel RxE,2014,520000,120000,1,1,0,0,20.45,1461.0,83.8
5120,Ford Freestyle Trend Diesel BSIV,2018,675000,60000,1,1,0,0,24.4,1498.0,98.63
5121,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,1,1,1,1,14.84,2143.0,167.62
5122,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,1,1,1,0,15.8,2148.0,170.0
5123,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,1,1,0,0,20.0,1497.0,115.0
5124,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,1,1,0,0,19.3,1248.0,73.9
5125,Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,0,1,0,1,16.2,1199.0,74.0
5126,Volkswagen Polo 1.2 MPI Comfortline,2016,385000,40000,0,1,0,1,16.2,1199.0,74.0
5127,Maruti Wagon R LXI Minor,2009,142000,70000,0,1,0,1,18.9,1061.0,67.0
5128,Hyundai i10 Era,2009,160000,35000,0,1,0,0,19.81,1086.0,68.05
5129,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,1,1,0,2,19.09,1396.0,69.0
5130,Ford Figo Titanium Blu,2019,700000,3177,0,0,0,0,18.5,1194.0,94.93
5131,Hyundai Grand i10 Magna,2015,400000,39414,0,0,0,0,18.9,1197.0,81.86
5132,Tata Indica V2 GLX BSIII,2012,200000,30078,0,0,0,0,15.3,1396.0,70.0
5133,Hyundai EON Magna Plus Option,2012,250000,44588,0,0,0,0,21.1,814.0,55.2
5134,Maruti Celerio ZXI,2015,400000,49907,0,0,0,0,21.63,998.0,67.04
5135,Maruti Swift VXI,2013,371000,67082,0,0,0,1,21.21,1197.0,81.8
5136,Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,1,0,0,1,23.0,1498.0,98.96
5137,Honda Brio S MT,2013,300000,80000,0,1,0,1,19.4,1198.0,86.8
5138,Hyundai i20 1.2 Asta,2017,620000,25000,0,1,0,0,18.6,1197.0,81.83
5139,Honda City i-VTEC V,2018,949000,10200,0,1,0,0,17.4,1497.0,117.6
5140,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,1,1,0,0,16.5,1493.0,70.0
5141,Maruti Celerio VXI,2017,350000,20000,0,1,0,1,23.1,998.0,67.04
5142,Mahindra XUV500 W10 2WD,2017,1250000,60000,1,1,0,0,16.0,2179.0,140.0
5143,Renault KWID 1.0,2016,270000,30000,0,1,0,2,23.01,999.0,67.0
5144,Hyundai EON Magna Plus,2013,235000,40000,0,1,0,1,21.1,814.0,55.2
5145,Maruti Swift VXI Optional,2016,500000,60000,0,1,0,0,20.4,1197.0,81.8
5146,Maruti Alto LXi,2012,220000,111000,0,1,0,0,19.7,796.0,46.3
5147,Maruti Swift Dzire LDIX Limited Edition,2014,380000,70000,1,1,0,1,23.4,1248.0,74.0
5148,Maruti Alto K10 2010-2014 VXI,2010,160000,100000,0,1,0,2,20.92,998.0,67.1
5149,Hyundai EON 1.0 Era Plus,2017,339000,25000,0,1,0,0,20.3,998.0,68.05
5150,Ford Fiesta Classic 1.6 Duratec CLXI,2011,229999,100000,0,1,0,0,15.3,1596.0,99.6
5151,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,400000,35000,1,1,0,0,25.32,1198.0,77.0
5152,Hyundai Xcent 1.2 CRDi E Plus,2018,470000,25000,1,1,0,0,25.4,1186.0,73.97
5153,Maruti 800 Std,2003,45000,58000,0,1,0,0,16.1,796.0,37.0
5154,Ford Aspire Titanium BSIV,2019,575000,20000,0,1,0,0,19.4,1194.0,94.93
5155,Datsun RediGO SV 1.0,2019,325000,1300,0,1,0,0,22.5,999.0,67.0
5156,Maruti 800 AC,1997,50000,120000,0,1,0,1,16.1,796.0,37.0
5157,Maruti Wagon R VXI BS IV,2014,350000,15000,0,1,0,0,20.51,998.0,67.04
5158,Renault KWID RXT Optional,2016,300000,25000,0,1,0,0,25.17,799.0,53.3
5159,Nissan Terrano XL 110 PS,2014,540000,150000,1,1,0,0,19.01,1461.0,108.5
5160,Maruti Celerio ZXI Optional MT BSIV,2018,580000,10000,0,1,0,0,23.1,998.0,67.04
5161,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,70000,1,1,0,0,19.67,1582.0,126.2
5162,Tata Zest Quadrajet 1.3 75PS XM,2017,459999,80000,1,1,0,0,22.95,1248.0,74.0
5163,Maruti Swift VDI BSIV,2015,635000,50000,1,1,0,0,25.2,1248.0,74.0
5164,Hyundai Verna 1.6 SX,2014,650000,83000,1,1,0,2,22.32,1582.0,126.32
